TRIPID,PERSID,HHID,STOPS,TRIPNO,STARTHOUR,STARTIME,ARRHOUR,ARRTIME,TRAVTIME,TRIPTIME,WAITIME,CUMDIST,ORIGPLACE2,ORIGPURP2,DESTPLACE2,DESTPURP2,TRIPPURP,LINKMODE,DIST_GRP,Time_Grp,TIME1
Y12H0180122P01T01,Y12H0180122P01,Y12H0180122,1,1,8,510,8,530,20,20,0,15.02,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,20 - 24,20
Y12H0180122P01T02,Y12H0180122P01,Y12H0180122,1,2,17,1050,17,1070,20,20,0,15.02,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,20 - 24,20
Y12H0180538P01T01,Y12H0180538P01,Y12H0180538,1,1,8,480,9,540,60,60,0,21.62,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,60 - 69,60
Y12H0180538P01T02,Y12H0180538P01,Y12H0180538,1,2,18,1080,19,1140,60,60,0,21.62,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,60 - 69,60
Y12H0190501P03T01,Y12H0190501P03,Y12H0190501,1,1,9,540,9,570,30,30,0,11.3,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y12H0190501P03T02,Y12H0190501P03,Y12H0190501,1,2,19,1140,19,1170,30,30,0,11.3,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y12H0190511P01T01,Y12H0190511P01,Y12H0190511,1,1,8,510,8,535,25,25,0,8.83,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,25 - 29,25
Y12H0190511P01T02,Y12H0190511P01,Y12H0190511,1,2,18,1135,19,1155,20,20,0,8.83,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,20 - 24,20
Y12H0200129P01T01,Y12H0200129P01,Y12H0200129,1,1,8,480,9,540,60,60,0,15.57,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,60 - 69,60
Y12H0200129P01T02,Y12H0200129P01,Y12H0200129,1,2,18,1080,18,1120,40,40,0,15.57,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,40 - 44,40
Y12H0200138P01T01,Y12H0200138P01,Y12H0200138,1,1,8,480,8,495,15,15,0,1.56,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,15 - 19,15
Y12H0200138P01T02,Y12H0200138P01,Y12H0200138,1,2,17,1065,18,1080,15,15,0,1.56,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,15 - 19,15
Y12H0200140P04T01,Y12H0200140P04,Y12H0200140,1,1,9,580,9,590,10,10,0,6.04,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,10. - 14.,10
Y12H0200140P04T02,Y12H0200140P04,Y12H0200140,1,2,18,1110,18,1125,15,15,0,6.04,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,15 - 19,15
Y12H0200522P01T01,Y12H0200522P01,Y12H0200522,1,1,9,540,9,585,45,45,0,13.21,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,13 - 13.9,45 - 49,45
Y12H0200522P01T02,Y12H0200522P01,Y12H0200522,1,2,19,1140,19,1170,30,30,0,13.21,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,13 - 13.9,30 - 34,30
Y12H0210211P01T01,Y12H0210211P01,Y12H0210211,1,1,8,480,8,515,35,35,0,26.09,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,35 - 39,35
Y12H0210211P01T02,Y12H0210211P01,Y12H0210211,1,2,17,1060,18,1095,35,35,0,26.09,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,35 - 39,35
Y12H0210307P02T01,Y12H0210307P02,Y12H0210307,1,1,8,510,8,530,20,20,0,5.77,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y12H0210307P02T02,Y12H0210307P02,Y12H0210307,1,2,18,1115,18,1135,20,20,0,5.77,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,20 - 24,20
Y13H0230233P03T01,Y13H0230233P03,Y13H0230233,1,1,9,540,9,565,25,25,0,25.53,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,25 - 29,25
Y13H0230233P03T02,Y13H0230233P03,Y13H0230233,1,2,17,1050,18,1095,45,45,0,25.53,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,45 - 49,45
Y13H0230233P04T01,Y13H0230233P04,Y13H0230233,1,1,8,510,8,525,15,15,0,5.46,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y13H0230233P04T02,Y13H0230233P04,Y13H0230233,1,2,17,1050,17,1060,10,10,0,5.46,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,10. - 14.,10
Y13H0240323P01T01,Y13H0240323P01,Y13H0240323,1,1,9,555,9,590,35,35,0,23.04,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,35 - 39,35
Y13H0240323P01T02,Y13H0240323P01,Y13H0240323,1,2,20,1230,21,1260,30,30,0,23.04,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y13H0240323P02T01,Y13H0240323P02,Y13H0240323,1,1,8,495,9,540,45,45,0,23.04,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,20 - 24.9,45 - 49,45
Y13H0240323P02T02,Y13H0240323P02,Y13H0240323,1,2,20,1215,20,1245,30,30,0,23.04,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,20 - 24.9,30 - 34,30
Y13H0240326P02T01,Y13H0240326P02,Y13H0240326,1,1,9,540,9,585,45,45,0,32.93,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,30 - 34.9,45 - 49,45
Y13H0240326P02T02,Y13H0240326P02,Y13H0240326,1,2,17,1070,18,1120,50,50,0,32.93,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,30 - 34.9,50 - 54,50
Y13H0250104P01T01,Y13H0250104P01,Y13H0250104,1,1,8,495,8,510,15,15,0,5.0,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y13H0250104P01T02,Y13H0250104P01,Y13H0250104,1,2,18,1080,18,1095,15,15,0,5.0,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y13H0250222P02T01,Y13H0250222P02,Y13H0250222,1,1,9,570,10,607,37,37,0,19.98,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,19 - 19.9,35 - 39,37
Y13H0250222P02T02,Y13H0250222P02,Y13H0250222,1,2,19,1140,19,1174,34,34,0,19.98,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,19 - 19.9,30 - 34,34
Y13H0250240P02T01,Y13H0250240P02,Y13H0250240,1,1,9,540,9,570,30,30,0,17.99,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,17 - 17.9,30 - 34,30
Y13H0250240P02T02,Y13H0250240P02,Y13H0250240,1,2,18,1088,18,1110,22,22,0,17.99,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,17 - 17.9,20 - 24,22
Y13H0260110P01T01,Y13H0260110P01,Y13H0260110,1,1,8,480,8,525,45,45,0,18.52,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,18 - 18.9,45 - 49,45
Y13H0260110P01T02,Y13H0260110P01,Y13H0260110,1,2,17,1050,18,1090,40,40,0,18.52,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,18 - 18.9,40 - 44,40
Y13H0260133P01T01,Y13H0260133P01,Y13H0260133,1,1,8,480,8,510,30,30,0,14.49,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,14 - 14.9,30 - 34,30
Y13H0260133P01T02,Y13H0260133P01,Y13H0260133,1,2,18,1110,19,1140,30,30,0,14.49,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,30 - 34,30
Y13H0260137P03T01,Y13H0260137P03,Y13H0260137,1,1,8,480,9,540,60,60,0,18.08,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,18 - 18.9,60 - 69,60
Y13H0260137P03T02,Y13H0260137P03,Y13H0260137,1,2,18,1080,19,1140,60,60,0,18.08,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,18 - 18.9,60 - 69,60
Y13H0260318P02T01,Y13H0260318P02,Y13H0260318,1,1,8,510,9,540,30,30,0,15.73,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,30 - 34,30
Y13H0260318P02T02,Y13H0260318P02,Y13H0260318,1,2,18,1106,19,1140,34,34,0,15.73,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,30 - 34,34
Y13H0260505P02T01,Y13H0260505P02,Y13H0260505,1,1,11,680,11,700,20,20,0,15.83,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,20 - 24,20
Y13H0260505P02T02,Y13H0260505P02,Y13H0260505,1,2,18,1110,19,1140,30,30,0,15.83,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,30 - 34,30
Y13H0280326P02T01,Y13H0280326P02,Y13H0280326,1,1,9,570,9,590,20,20,0,10.6,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,20 - 24,20
Y13H0280326P02T02,Y13H0280326P02,Y13H0280326,1,2,17,1050,17,1070,20,20,0,10.6,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,10 - 10.9,20 - 24,20
Y13H0280329P02T01,Y13H0280329P02,Y13H0280329,1,1,8,510,9,540,30,30,0,14.8,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,14 - 14.9,30 - 34,30
Y13H0280329P02T02,Y13H0280329P02,Y13H0280329,1,2,17,1050,18,1095,45,45,0,14.8,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,45 - 49,45
Y13H0280509P03T01,Y13H0280509P03,Y13H0280509,1,1,8,500,8,510,10,10,0,6.84,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,10. - 14.,10
Y13H0280509P03T02,Y13H0280509P03,Y13H0280509,1,2,17,1050,17,1065,15,15,0,6.84,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,15 - 19,15
Y13H0280516P02T01,Y13H0280516P02,Y13H0280516,1,1,9,570,9,575,5,5,0,1.58,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,5. - 9.,5
Y13H0280516P02T02,Y13H0280516P02,Y13H0280516,1,2,18,1110,18,1120,10,10,0,1.58,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,10. - 14.,10
Y13H0280517P01T01,Y13H0280517P01,Y13H0280517,1,1,8,480,8,495,15,15,0,5.32,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y13H0280517P01T02,Y13H0280517P01,Y13H0280517,1,2,18,1080,18,1095,15,15,0,5.32,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y13H0290523P02T01,Y13H0290523P02,Y13H0290523,1,1,8,480,8,510,30,30,0,8.92,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,8 - 8.9,30 - 34,30
Y13H0290523P02T02,Y13H0290523P02,Y13H0290523,1,2,17,1050,18,1080,30,30,0,8.92,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,8 - 8.9,30 - 34,30
Y13H0291024P01T01,Y13H0291024P01,Y13H0291024,1,1,9,580,9,590,10,10,0,11.38,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,10. - 14.,10
Y13H0291024P01T02,Y13H0291024P01,Y13H0291024,1,2,18,1095,18,1105,10,10,0,11.38,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,11 - 11.9,10. - 14.,10
Y13H0291031P01T01,Y13H0291031P01,Y13H0291031,1,1,8,480,8,500,20,20,0,7.04,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,7 - 7.9,20 - 24,20
Y13H0291031P01T02,Y13H0291031P01,Y13H0291031,1,2,18,1080,18,1100,20,20,0,7.04,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,20 - 24,20
Y13H0300107P02T01,Y13H0300107P02,Y13H0300107,1,1,9,555,9,585,30,30,0,17.99,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,17 - 17.9,30 - 34,30
Y13H0300107P02T02,Y13H0300107P02,Y13H0300107,1,2,17,1055,18,1085,30,30,0,17.99,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,17 - 17.9,30 - 34,30
Y13H0300301P02T01,Y13H0300301P02,Y13H0300301,1,1,8,480,8,495,15,15,0,3.29,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,15 - 19,15
Y13H0300301P02T02,Y13H0300301P02,Y13H0300301,1,2,18,1110,18,1125,15,15,0,3.29,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,15 - 19,15
Y13H0310229P02T01,Y13H0310229P02,Y13H0310229,1,1,9,555,9,570,15,15,0,5.94,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y13H0310229P02T02,Y13H0310229P02,Y13H0310229,1,2,18,1110,18,1125,15,15,0,5.94,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,15 - 19,15
Y13H0310316P02T01,Y13H0310316P02,Y13H0310316,1,1,8,480,9,540,60,60,0,7.86,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,7 - 7.9,60 - 69,60
Y13H0310316P02T02,Y13H0310316P02,Y13H0310316,1,2,17,1050,18,1080,30,30,0,7.86,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,7 - 7.9,30 - 34,30
Y13H0310340P01T01,Y13H0310340P01,Y13H0310340,2,1,10,600,10,640,30,40,10,10.99,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,40 - 44,5
Y13H0310340P01T02,Y13H0310340P01,Y13H0310340,1,2,18,1080,18,1115,35,35,0,9.73,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,9 - 9.9,35 - 39,35
Y13H0310422P01T01,Y13H0310422P01,Y13H0310422,1,1,8,483,8,501,18,18,0,5.7,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,5 - 5.9,15 - 19,18
Y13H0310422P01T02,Y13H0310422P01,Y13H0310422,1,2,17,1075,18,1100,25,25,0,5.7,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,5 - 5.9,25 - 29,25
Y13H0310423P01T01,Y13H0310423P01,Y13H0310423,1,1,8,480,8,505,25,25,0,3.32,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,25 - 29,25
Y13H0310423P01T02,Y13H0310423P01,Y13H0310423,1,2,20,1200,20,1215,15,15,0,3.32,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,15 - 19,15
Y13H0310512P01T01,Y13H0310512P01,Y13H0310512,1,1,8,480,8,520,40,40,0,6.8,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,40 - 44,40
Y13H0310512P01T02,Y13H0310512P01,Y13H0310512,1,2,18,1080,18,1125,45,45,0,6.8,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,45 - 49,45
Y13H0310539P01T01,Y13H0310539P01,Y13H0310539,1,1,8,495,9,540,45,45,0,10.82,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,10 - 10.9,45 - 49,45
Y13H0310539P01T02,Y13H0310539P01,Y13H0310539,1,2,19,1160,19,1185,25,25,0,10.82,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,10 - 10.9,25 - 29,25
Y13H0330117P03T01,Y13H0330117P03,Y13H0330117,1,1,8,510,8,535,25,25,0,9.92,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,9 - 9.9,25 - 29,25
Y13H0330117P03T02,Y13H0330117P03,Y13H0330117,1,2,18,1100,18,1120,20,20,0,9.92,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,9 - 9.9,20 - 24,20
Y13H0330238P01T01,Y13H0330238P01,Y13H0330238,1,1,8,480,8,510,30,30,0,14.02,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,14 - 14.9,30 - 34,30
Y13H0330238P01T02,Y13H0330238P01,Y13H0330238,1,2,17,1050,18,1080,30,30,0,14.02,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,30 - 34,30
Y13H0330324P01T01,Y13H0330324P01,Y13H0330324,1,1,8,510,9,540,30,30,0,11.82,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,30 - 34,30
Y13H0330324P01T02,Y13H0330324P01,Y13H0330324,1,2,17,1055,18,1095,40,40,0,11.82,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,11 - 11.9,40 - 44,40
Y13H0331020P01T01,Y13H0331020P01,Y13H0331020,1,1,8,510,8,520,10,10,0,4.51,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,10. - 14.,10
Y13H0331020P01T02,Y13H0331020P01,Y13H0331020,1,2,17,1050,17,1065,15,15,0,4.51,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y13H0340224P03T01,Y13H0340224P03,Y13H0340224,1,1,8,510,9,580,70,70,0,40.42,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,40 - 44.9,70 - 79,70
Y13H0340224P03T02,Y13H0340224P03,Y13H0340224,1,2,17,1075,19,1140,65,65,0,40.42,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,40 - 44.9,60 - 69,65
Y13H0340337P01T01,Y13H0340337P01,Y13H0340337,1,1,8,495,8,505,10,10,0,1.45,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,1 - 1.9,10. - 14.,10
Y13H0340337P01T02,Y13H0340337P01,Y13H0340337,1,2,17,1050,17,1070,20,20,0,1.45,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,1 - 1.9,20 - 24,20
Y13H0350132P01T01,Y13H0350132P01,Y13H0350132,1,1,8,480,8,525,45,45,0,30.58,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,30 - 34.9,45 - 49,45
Y13H0350132P01T02,Y13H0350132P01,Y13H0350132,1,2,19,1170,20,1220,50,50,0,30.58,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,30 - 34.9,50 - 54,50
Y13H0350310P02T01,Y13H0350310P02,Y13H0350310,1,1,8,480,8,495,15,15,0,4.12,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y13H0350310P02T02,Y13H0350310P02,Y13H0350310,1,2,18,1080,18,1090,10,10,0,4.12,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,10. - 14.,10
Y13H0350431P03T01,Y13H0350431P03,Y13H0350431,1,1,8,510,8,522,12,12,0,3.56,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,12
Y13H0350431P03T02,Y13H0350431P03,Y13H0350431,1,2,18,1115,18,1130,15,15,0,3.56,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,15 - 19,15
Y13H0350511P01T01,Y13H0350511P01,Y13H0350511,1,1,12,720,12,730,10,10,0,2.01,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,10. - 14.,10
Y13H0350511P01T02,Y13H0350511P01,Y13H0350511,1,2,20,1230,20,1240,10,10,0,2.01,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,10. - 14.,10
Y13H0360118P01T01,Y13H0360118P01,Y13H0360118,1,1,9,570,9,595,25,25,0,15.85,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,15 - 15.9,25 - 29,25
Y13H0360118P01T02,Y13H0360118P01,Y13H0360118,1,2,18,1080,18,1105,25,25,0,15.85,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,15 - 15.9,25 - 29,25
Y13H0360233P02T01,Y13H0360233P02,Y13H0360233,1,1,8,480,8,505,25,25,0,11.44,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,11 - 11.9,25 - 29,25
Y13H0360233P02T02,Y13H0360233P02,Y13H0360233,1,2,17,1050,18,1095,45,45,0,11.44,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,11 - 11.9,45 - 49,45
Y13H0360319P04T01,Y13H0360319P04,Y13H0360319,1,1,9,585,9,595,10,10,0,4.96,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,10. - 14.,10
Y13H0360319P04T02,Y13H0360319P04,Y13H0360319,1,2,17,1050,17,1065,15,15,0,4.96,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,15 - 19,15
Y13H0360431P02T01,Y13H0360431P02,Y13H0360431,1,1,8,490,8,510,20,20,0,4.33,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,20 - 24,20
Y13H0360431P02T02,Y13H0360431P02,Y13H0360431,1,2,18,1080,18,1110,30,30,0,4.33,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,30 - 34,30
Y13H0360529P02T01,Y13H0360529P02,Y13H0360529,1,1,9,570,9,590,20,20,0,6.06,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,6 - 6.9,20 - 24,20
Y13H0360529P02T02,Y13H0360529P02,Y13H0360529,1,2,18,1095,18,1110,15,15,0,6.06,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,6 - 6.9,15 - 19,15
Y13H0380219P01T01,Y13H0380219P01,Y13H0380219,1,1,8,480,8,487,7,7,0,4.1,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,4 - 4.9,5. - 9.,7
Y13H0380219P01T02,Y13H0380219P01,Y13H0380219,1,2,17,1050,17,1060,10,10,0,4.1,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,4 - 4.9,10. - 14.,10
Y13H0380234P03T01,Y13H0380234P03,Y13H0380234,1,1,8,530,9,540,10,10,0,3.37,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,10
Y13H0380234P03T02,Y13H0380234P03,Y13H0380234,1,2,18,1130,19,1140,10,10,0,3.37,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,10. - 14.,10
Y13H0380236P03T01,Y13H0380236P03,Y13H0380236,1,1,8,505,8,535,30,30,0,14.45,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,14 - 14.9,30 - 34,30
Y13H0380236P03T02,Y13H0380236P03,Y13H0380236,1,2,17,1065,18,1085,20,20,0,14.45,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,14 - 14.9,20 - 24,20
Y13H0380326P01T01,Y13H0380326P01,Y13H0380326,1,1,8,520,9,540,20,20,0,3.21,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,3 - 3.9,20 - 24,20
Y13H0380326P01T02,Y13H0380326P01,Y13H0380326,1,2,19,1140,19,1170,30,30,0,3.21,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,3 - 3.9,30 - 34,30
Y13H0380326P02T01,Y13H0380326P02,Y13H0380326,1,1,8,520,9,540,20,20,0,2.86,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,2 - 2.9,20 - 24,20
Y13H0380326P02T02,Y13H0380326P02,Y13H0380326,1,2,19,1140,19,1155,15,15,0,2.86,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,2 - 2.9,15 - 19,15
Y13H0380523P01T01,Y13H0380523P01,Y13H0380523,1,1,9,560,9,580,20,20,0,16.09,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,16 - 16.9,20 - 24,20
Y13H0380523P01T02,Y13H0380523P01,Y13H0380523,1,2,17,1050,17,1070,20,20,0,16.09,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,16 - 16.9,20 - 24,20
Y13H0390309P03T01,Y13H0390309P03,Y13H0390309,1,1,9,540,9,570,30,30,0,9.23,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,9 - 9.9,30 - 34,30
Y13H0390309P03T02,Y13H0390309P03,Y13H0390309,1,2,18,1080,18,1110,30,30,0,9.23,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,9 - 9.9,30 - 34,30
Y13H0400131P01T01,Y13H0400131P01,Y13H0400131,1,1,8,510,9,555,45,45,0,26.52,Survey Home,At or Go Home,My Workplace,Own Workplace,Work Related,Vehicle Driver,25 - 29.9,45 - 49,45
Y13H0400131P01T02,Y13H0400131P01,Y13H0400131,1,2,20,1230,21,1275,45,45,0,26.52,My Workplace,Own Workplace,Survey Home,At or Go Home,Work Related,Vehicle Driver,25 - 29.9,45 - 49,45
